Id,SalePrice
1461,67000
1462,123000
1463,173000
1464,139000
1465,67000
1466,189000
1467,67000
1468,124000
1469,115000
1470,58500
1471,67000
1472,100000
1473,88000
1474,148500
1475,67000
1476,150000
1477,227680
1478,67000
1479,67000
1480,380000
1481,139000
1482,202500
1483,67000
1484,140000
1485,167500
1486,183500
1487,139000
1488,67000
1489,198900
1490,235000
1491,105900
1492,58500
1493,154000
1494,260000
1495,150000
1496,196000
1497,129000
1498,151000
1499,151000
1500,147400
1501,155000
1502,148800
1503,394432
1504,150000
1505,67000
1506,67000
1507,145900
1508,180000
1509,190000
1510,150000
1511,67000
1512,166000
1513,67000
1514,179000
1515,144000
1516,67000
1517,149900
1518,67000
1519,150000
1520,67000
1521,67000
1522,139000
1523,58500
1524,67000
1525,67000
1526,55993
1527,67000
1528,95000
1529,139000
1530,67000
1531,119000
1532,52000
1533,67000
1534,115000
1535,96500
1536,144000
1537,129500
1538,67000
1539,67000
1540,107500
1541,145000
1542,142000
1543,108000
1544,79000
1545,79000
1546,132500
1547,119000
1548,132500
1549,67000
1550,136500
1551,67000
1552,109900
1553,164900
1554,40000
1555,67000
1556,55000
1557,78000
1558,79000
1559,37900
1560,67000
1561,115000
1562,67000
1563,110000
1564,115000
1565,172500
1566,121000
1567,35311
1568,192000
1569,170000
1570,67000
1571,78000
1572,129000
1573,115000
1574,157900
1575,235000
1576,139000
1577,208300
1578,185000
1579,129900
1580,115000
1581,177000
1582,58500
1583,285000
1584,250000
1585,143000
1586,72500
1587,67000
1588,142000
1589,67000
1590,127000
1591,103200
1592,95000
1593,67000
1594,142953
1595,60000
1596,177000
1597,124500
1598,113000
1599,67000
1600,280000
1601,60000
1602,105000
1603,106000
1604,275000
1605,127000
1606,67000
1607,171000
1608,67000
1609,67000
1610,167500
1611,67000
1612,67000
1613,67000
1614,94750
1615,79000
1616,97000
1617,83500
1618,58500
1619,152000
1620,139000
1621,140000
1622,67000
1623,153500
1624,127000
1625,145000
1626,67000
1627,118400
1628,250000
1629,112000
1630,251000
1631,67000
1632,67000
1633,112000
1634,127000
1635,139000
1636,176000
1637,135000
1638,157500
1639,67000
1640,272000
1641,180000
1642,130000
1643,187000
1644,139000
1645,121500
1646,67000
1647,67000
1648,140000
1649,58500
1650,120500
1651,124500
1652,83000
1653,100000
1654,139000
1655,67000
1656,155000
1657,127000
1658,80000
1659,67000
1660,67000
1661,160000
1662,127000
1663,150000
1664,380000
1665,318000
1666,150000
1667,248000
1668,320000
1669,207000
1670,320000
1671,150000
1672,150000
1673,309000
1674,67000
1675,207000
1676,196000
1677,207000
1678,150000
1679,150000
1680,67000
1681,67000
1682,315000
1683,67000
1684,127000
1685,118400
1686,160200
1687,112000
1688,165400
1689,180000
1690,165400
1691,165000
1692,216500
1693,112000
1694,173000
1695,127000
1696,267000
1697,94750
1698,403000
1699,67000
1700,168000
1701,236000
1702,67000
1703,150000
1704,245000
1705,67000
1706,271900
1707,67000
1708,67000
1709,239000
1710,264132
1711,130000
1712,67000
1713,150000
1714,67000
1715,227000
1716,139000
1717,155000
1718,139000
1719,233000
1720,67000
1721,200000
1722,147000
1723,155000
1724,67000
1725,139000
1726,200500
1727,67000
1728,165000
1729,115000
1730,115000
1731,58500
1732,67000
1733,58500
1734,58500
1735,58500
1736,58500
1737,210000
1738,185000
1739,130000
1740,157500
1741,157500
1742,130000
1743,155000
1744,167500
1745,127000
1746,139000
1747,139000
1748,161500
1749,67000
1750,145000
1751,115000
1752,94750
1753,125000
1754,185000
1755,67000
1756,67000
1757,67000
1758,67000
1759,67000
1760,115000
1761,108000
1762,135000
1763,67000
1764,67000
1765,87000
1766,82500
1767,150000
1768,135000
1769,98600
1770,67000
1771,67000
1772,67000
1773,130000
1774,124500
1775,128000
1776,67000
1777,147000
1778,127000
1779,80500
1780,85000
1781,119000
1782,94750
1783,67000
1784,137500
1785,67000
1786,109900
1787,67000
1788,86000
1789,64500
1790,64500
1791,139000
1792,185000
1793,67000
1794,58500
1795,67000
1796,60000
1797,166000
1798,118400
1799,119000
1800,67000
1801,66500
1802,67000
1803,131500
1804,140000
1805,155000
1806,116000
1807,107500
1808,127000
1809,79000
1810,94750
1811,55000
1812,55000
1813,127000
1814,58500
1815,72500
1816,67000
1817,67000
1818,67000
1819,155000
1820,79000
1821,154900
1822,67000
1823,37900
1824,113000
1825,132500
1826,67000
1827,67000
1828,132500
1829,55993
1830,109900
1831,55000
1832,107500
1833,67000
1834,140000
1835,55000
1836,117000
1837,140000
1838,127000
1839,80000
1840,179000
1841,179000
1842,119500
1843,150000
1844,67000
1845,67000
1846,67000
1847,190000
1848,39300
1849,34900
1850,67000
1851,79900
1852,200100
1853,82000
1854,94750
1855,115000
1856,194500
1857,115000
1858,142953
1859,118964
1860,108959
1861,118964
1862,206300
1863,206300
1864,206300
1865,108000
1866,67000
1867,295493
1868,297000
1869,194500
1870,67000
1871,67000
1872,155835
1873,260000
1874,58500
1875,67000
1876,200500
1877,224900
1878,67000
1879,67000
1880,67000
1881,105000
1882,173000
1883,177000
1884,230000
1885,221000
1886,173000
1887,67000
1888,173000
1889,156932
1890,67000
1891,145000
1892,67000
1893,93000
1894,136500
1895,67000
1896,96500
1897,159434
1898,79900
1899,55993
1900,102000
1901,177000
1902,139000
1903,94750
1904,67000
1905,67000
1906,67000
1907,108000
1908,154300
1909,124000
1910,124000
1911,177000
1912,67000
1913,67000
1914,79000
1915,392500
1916,37900
1917,260000
1918,115000
1919,108000
1920,67000
1921,150000
1922,320000
1923,132000
1924,139000
1925,250000
1926,147000
1927,94750
1928,67000
1929,67000
1930,161750
1931,67000
1932,140000
1933,104900
1934,154300
1935,165600
1936,173000
1937,115000
1938,67000
1939,115000
1940,67000
1941,181000
1942,173000
1943,189000
1944,309000
1945,150000
1946,67000
1947,67000
1948,113000
1949,241500
1950,67000
1951,179000
1952,67000
1953,180000
1954,178000
1955,125000
1956,108000
1957,67000
1958,168000
1959,137000
1960,135750
1961,67000
1962,83000
1963,100000
1964,118000
1965,125000
1966,67000
1967,67000
1968,380000
1969,239000
1970,121500
1971,160000
1972,426000
1973,219210
1974,290000
1975,385000
1976,250000
1977,239000
1978,267000
1979,67000
1980,239000
1981,175900
1982,246578
1983,254000
1984,175500
1985,67000
1986,67000
1987,67000
1988,165400
1989,165400
1990,219500
1991,224000
1992,165150
1993,162000
1994,139000
1995,168000
1996,239000
1997,139000
1998,150000
1999,139000
2000,290000
2001,168000
2002,207000
2003,67000
2004,127000
2005,67000
2006,250580
2007,239000
2008,67000
2009,181000
2010,105900
2011,84500
2012,179900
2013,153900
2014,118964
2015,204000
2016,227000
2017,236000
2018,67000
2019,120500
2020,67000
2021,55000
2022,67000
2023,67000
2024,260000
2025,410000
2026,67000
2027,151000
2028,146000
2029,140000
2030,67000
2031,115000
2032,115000
2033,189000
2034,155000
2035,186500
2036,174000
2037,174000
2038,149500
2039,165000
2040,228000
2041,239000
2042,130000
2043,67000
2044,115000
2045,67000
2046,67000
2047,107000
2048,67000
2049,142600
2050,120500
2051,80500
2052,67000
2053,96500
2054,85500
2055,167000
2056,60000
2057,67000
2058,139500
2059,67000
2060,67000
2061,157500
2062,67000
2063,135750
2064,113000
2065,94750
2066,67000
2067,60000
2068,67000
2069,76000
2070,101000
2071,90350
2072,143000
2073,94750
2074,179900
2075,58500
2076,110000
2077,127000
2078,67000
2079,67000
2080,66500
2081,110000
2082,141000
2083,98300
2084,67000
2085,141000
2086,67000
2087,67000
2088,115000
2089,80000
2090,78000
2091,64500
2092,67000
2093,115000
2094,109500
2095,67000
2096,106000
2097,116000
2098,67000
2099,35311
2100,52000
2101,132000
2102,67000
2103,64500
2104,137000
2105,79000
2106,129500
2107,67000
2108,67000
2109,60000
2110,119500
2111,132500
2112,149000
2113,79000
2114,79000
2115,127000
2116,67000
2117,117000
2118,132500
2119,67000
2120,102000
2121,66500
2122,67000
2123,76000
2124,67000
2125,67000
2126,117000
2127,94000
2128,79000
2129,55993
2130,112000
2131,67000
2132,89500
2133,100000
2134,67000
2135,128000
2136,55000
2137,66500
2138,139000
2139,67000
2140,130000
2141,67000
2142,67000
2143,143750
2144,91000
2145,58500
2146,67000
2147,67000
2148,96500
2149,67000
2150,67000
2151,66500
2152,92000
2153,67000
2154,92000
2155,139000
2156,200000
2157,215000
2158,139000
2159,139000
2160,156932
2161,67000
2162,253293
2163,179000
2164,67000
2165,67000
2166,139000
2167,144000
2168,130500
2169,177000
2170,230000
2171,67000
2172,108000
2173,55993
2174,240000
2175,171000
2176,173000
2177,268000
2178,239000
2179,149000
2180,82000
2181,67000
2182,67000
2183,187100
2184,96500
2185,92000
2186,132500
2187,67000
2188,149500
2189,303477
2190,82000
2191,82000
2192,84500
2193,60000
2194,80500
2195,111000
2196,85500
2197,127000
